PROJECTION,COUNTERPARTY,INSTRUMENT,contingent_cva,contingent_dva,cva,dva,funding_benefit,funding_cost,risky_funding_benefit,risky_funding_cost
1,A78003662,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,A78003662,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,A78003662,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,A78003662,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,A78003662,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,A78839271,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,A78839271,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,A78839271,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,A78839271,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,A78839271,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,A80482334,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,A80482334,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,A80482334,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,A80482334,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,A80482334,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,A81939209,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,A81939209,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,A81939209,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,A81939209,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,A81939209,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,A83174524,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,A83174524,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,A83174524,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,A83174524,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,A83174524,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,A85850394,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,A85850394,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,A85850394,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,A85850394,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,A85850394,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,A95758371,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,A95758371,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,A95758371,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,A95758371,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,A95758371,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B01966597,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B01966597,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B01966597,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B01966597,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B01966597,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B04879086,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B04879086,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B04879086,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
